,timestamp,power_kw,airflow_m3s,water_pressure_kpa,water_flow_lps,temperature_c,vibration_level,sound_event,system_status,sensor_source
89,2026-07-04 17:00:00,49.437,4.68,339.727,2.071,19.043,0.194,normal,stable,original
90,2026-07-04 18:00:00,48.272,4.534,350.859,2.089,18.464,0.16,normal,stable,original
91,2026-07-04 19:00:00,50.712,4.839,344.268,2.094,17.539,0.159,normal,stable,original
92,2026-07-04 20:00:00,46.034,4.254,355.748,2.209,19.218,0.169,normal,stable,original
93,2026-07-04 21:00:00,47.083,4.385,354.004,2.108,19.452,0.116,normal,stable,original
94,2026-07-04 22:00:00,46.902,4.363,362.45,2.21,17.819,0.181,normal,stable,original
95,2026-07-04 23:00:00,43.902,3.988,343.88,2.088,18.495,0.148,normal,stable,original
96,2026-07-05 00:00:00,48.829,4.604,352.853,2.148,19.31,0.14,hum,warning,original
97,2026-07-05 01:00:00,48.731,4.591,337.355,1.992,20.029,0.154,hum,warning,original
98,2026-07-05 02:00:00,48.014,4.502,345.579,2.054,19.01,0.168,hum,warning,original
99,2026-07-05 03:00:00,47.343,4.418,314.638,1.962,18.636,0.254,hum,warning,original
100,2026-07-05 04:00:00,44.037,4.005,314.411,1.871,18.909,0.263,hum,warning,original
101,2026-07-05 05:00:00,46.822,4.353,303.723,1.833,19.687,0.229,hum,warning,original
102,2026-07-05 06:00:00,47.04,4.38,291.351,1.732,18.677,0.33,hum,warning,original
103,2026-07-05 07:00:00,45.754,4.219,297.843,1.739,18.6,0.345,hum,warning,original
104,2026-07-05 08:00:00,47.548,4.444,277.942,1.691,18.759,0.396,hum,warning,original
105,2026-07-05 09:00:00,49.131,4.641,266.784,1.715,18.523,0.379,hum,warning,original
106,2026-07-05 10:00:00,53.281,5.16,256.535,1.512,19.061,0.458,hum,warning,original
107,2026-07-05 11:00:00,48.489,4.561,239.99,1.483,19.812,0.462,hum,warning,original
108,2026-07-05 12:00:00,48.721,4.59,239.879,1.496,19.162,0.463,rattle,critical,original
109,2026-07-05 13:00:00,47.792,4.474,225.691,1.36,18.874,0.491,rattle,critical,original
110,2026-07-05 14:00:00,42.627,3.828,214.748,1.326,18.854,0.631,rattle,critical,original
111,2026-07-05 15:00:00,47.926,4.491,208.415,1.219,18.218,0.571,rattle,critical,original
112,2026-07-05 16:00:00,48.169,4.521,201.774,1.338,19.442,0.569,rattle,critical,original
113,2026-07-05 17:00:00,54.897,5.362,177.684,1.273,18.961,0.658,rattle,critical,original
114,2026-07-05 18:00:00,47.461,4.433,173.159,1.152,18.91,0.596,rattle,critical,original
115,2026-07-05 19:00:00,48.844,4.606,167.934,1.087,20.597,0.732,rattle,critical,original
116,2026-07-05 20:00:00,47.903,4.488,153.264,1.021,19.149,0.706,rattle,critical,original
117,2026-07-05 21:00:00,44.728,4.091,150.027,0.918,18.624,0.75,rattle,critical,original
118,2026-07-05 22:00:00,51.2,4.9,134.188,0.941,18.787,0.817,rattle,critical,original
119,2026-07-05 23:00:00,50.105,4.763,128.41,0.856,19.574,0.777,rattle,critical,original
120,2026-07-06 00:00:00,34.215,2.777,67.603,0.148,15.057,1.131,rattle,failed,original
121,2026-07-06 01:00:00,29.454,2.182,61.104,0.194,14.281,1.05,rattle,failed,original
122,2026-07-06 02:00:00,35.928,2.991,72.245,0.203,15.46,1.019,rattle,failed,original
123,2026-07-06 03:00:00,28.075,2.009,73.113,0.148,14.666,1.061,rattle,failed,original
124,2026-07-06 04:00:00,33.643,2.705,78.772,0.131,15.937,0.934,rattle,failed,original
125,2026-07-06 05:00:00,38.133,3.267,68.376,0.126,15.54,0.997,rattle,failed,original
126,2026-07-06 06:00:00,29.226,2.153,79.9,0.136,14.776,0.998,rattle,failed,original
127,2026-07-06 07:00:00,30.414,2.302,70.464,0.175,15.641,0.888,rattle,failed,original
128,2026-07-06 08:00:00,32.279,2.535,65.146,0.156,15.034,1.06,rattle,failed,original
129,2026-07-06 09:00:00,30.59,2.324,66.065,0.094,15.426,1.031,rattle,failed,original
130,2026-07-06 10:00:00,27.658,1.957,64.917,0.114,15.242,0.969,rattle,failed,original
131,2026-07-06 11:00:00,32.192,2.524,68.524,0.132,14.577,0.89,rattle,failed,original
132,2026-07-06 12:00:00,45.026,4.128,348.104,2.342,18.678,0.17,normal,stable,original
133,2026-07-06 13:00:00,49.326,4.666,344.877,2.168,19.515,0.168,normal,stable,original
134,2026-07-06 14:00:00,45.426,4.178,337.855,2.063,18.833,0.139,normal,stable,original
135,2026-07-06 15:00:00,52.34,5.042,330.142,2.245,18.798,0.133,normal,stable,original
136,2026-07-06 16:00:00,45.807,4.226,359.878,2.278,18.522,0.153,normal,stable,original
137,2026-07-06 17:00:00,47.098,4.387,350.88,1.916,19.212,0.196,normal,stable,original
138,2026-07-06 18:00:00,50.278,4.785,334.52,2.19,20.031,0.113,normal,stable,original
139,2026-07-06 19:00:00,44.554,4.069,334.459,2.205,18.466,0.106,normal,stable,original
140,2026-07-06 20:00:00,48.637,4.58,345.971,2.055,19.012,0.155,normal,stable,original
141,2026-07-06 21:00:00,51.66,4.957,370.028,2.306,19.706,0.152,normal,stable,original
142,2026-07-06 22:00:00,43.499,3.937,346.885,2.077,18.96,0.155,normal,stable,original
143,2026-07-06 23:00:00,48.517,4.565,331.962,2.119,19.226,0.157,normal,stable,original
144,2026-07-07 00:00:00,48.728,4.591,347.051,2.074,18.469,0.143,normal,stable,original
145,2026-07-07 01:00:00,50.189,4.774,346.727,,19.214,0.195,normal,stable,original
146,2026-07-07 02:00:00,44.537,4.067,317.637,1.936,18.906,0.102,normal,stable,original
147,2026-07-07 03:00:00,44.303,4.038,349.348,1.884,19.493,0.125,normal,stable,original
148,2026-07-07 04:00:00,49.461,4.683,347.229,2.339,19.594,0.147,normal,stable,original
149,2026-07-07 05:00:00,48.832,4.604,358.354,1.973,20.295,0.101,normal,stable,original
150,2026-07-07 06:00:00,48.701,4.588,372.187,1.951,19.29,0.145,normal,stable,original
151,2026-07-07 07:00:00,48.97,4.621,363.519,1.777,19.163,0.2,normal,stable,original
152,2026-07-07 08:00:00,46.096,4.262,346.773,2.004,19.097,0.151,normal,stable,original
153,2026-07-07 09:00:00,48.65,4.581,336.722,1.902,18.823,0.157,normal,stable,original
154,2026-07-07 10:00:00,48.821,4.603,380.88,2.346,19.169,0.112,normal,stable,original
155,2026-07-07 11:00:00,46.0,4.25,350.711,2.251,18.852,0.132,normal,stable,original
156,2026-07-07 12:00:00,53.224,5.153,350.167,1.997,19.084,0.139,normal,stable,original
157,2026-07-07 13:00:00,49.327,4.666,349.71,2.438,19.659,0.14,normal,stable,original
158,2026-07-07 14:00:00,44.664,4.083,352.377,2.247,18.497,0.188,normal,stable,original
159,2026-07-07 15:00:00,49.838,4.73,348.268,2.051,19.57,0.167,normal,stable,original
160,2026-07-07 16:00:00,45.271,4.159,343.116,1.725,19.659,0.117,normal,stable,original
161,2026-07-07 17:00:00,50.204,4.775,343.438,2.444,18.941,0.157,normal,stable,original
162,2026-07-07 18:00:00,51.244,4.906,349.607,1.892,17.939,0.165,normal,stable,original
163,2026-07-07 19:00:00,45.702,4.213,343.479,1.853,18.696,0.184,normal,stable,original
164,2026-07-07 20:00:00,50.697,4.837,341.446,2.253,19.648,0.197,normal,stable,original
165,2026-07-07 21:00:00,49.156,4.644,351.277,2.466,18.989,0.12,normal,stable,original
166,2026-07-07 22:00:00,50.302,4.788,346.94,2.308,18.5,0.126,normal,stable,original
167,2026-07-07 23:00:00,53.311,5.164,368.048,2.185,18.748,0.112,normal,stable,original
168,2026-07-08 00:00:00,47.313,4.414,318.188,2.189,19.42,0.143,normal,stable,original
169,2026-07-08 01:00:00,45.89,4.236,363.098,2.228,19.273,0.164,normal,stable,original
170,2026-07-08 02:00:00,45.509,4.189,364.953,2.214,18.881,0.18,normal,stable,original
171,2026-07-08 03:00:00,45.716,4.214,325.119,2.142,18.817,0.148,normal,stable,original
172,2026-07-08 04:00:00,47.784,4.473,345.888,2.116,18.804,0.14,normal,stable,original
173,2026-07-08 05:00:00,48.955,4.619,345.543,2.091,18.539,0.155,normal,stable,original
174,2026-07-08 06:00:00,48.775,4.597,333.11,1.987,19.808,0.125,normal,stable,original
175,2026-07-08 07:00:00,50.316,4.79,340.666,2.058,18.839,0.213,normal,stable,original
176,2026-07-08 08:00:00,48.036,4.505,336.673,1.846,19.609,0.102,normal,stable,original
177,2026-07-08 09:00:00,52.07,5.009,371.027,2.085,19.761,0.156,normal,stable,original
178,2026-07-08 10:00:00,47.259,4.407,361.228,1.952,19.499,0.211,normal,stable,original
179,2026-07-08 11:00:00,55.616,5.452,365.259,1.934,18.784,0.15,normal,stable,original
180,2026-07-08 12:00:00,49.752,4.719,358.66,2.127,19.202,0.144,normal,stable,original
181,2026-07-08 13:00:00,45.6,4.2,336.451,2.309,18.988,0.139,normal,stable,original
182,2026-07-08 14:00:00,45.002,4.125,343.706,2.238,18.548,0.145,normal,stable,original
183,2026-07-08 15:00:00,49.351,4.669,355.872,1.864,19.162,0.191,normal,stable,original
184,2026-07-08 16:00:00,47.374,4.422,335.334,1.952,18.41,0.084,normal,stable,original
185,2026-07-08 17:00:00,49.999,4.75,358.556,2.241,19.594,0.196,normal,stable,original
186,2026-07-08 18:00:00,49.325,4.666,347.116,1.953,18.768,0.107,normal,stable,original
187,2026-07-08 19:00:00,47.796,4.475,345.502,2.066,19.101,0.142,normal,stable,original
188,2026-07-08 20:00:00,45.629,4.204,358.532,2.183,19.142,0.137,normal,stable,original
189,2026-07-08 21:00:00,43.758,3.97,355.331,1.955,18.871,0.168,normal,stable,original
190,2026-07-08 22:00:00,46.75,4.344,345.668,2.116,19.293,0.102,normal,stable,original
191,2026-07-08 23:00:00,50.398,4.8,363.912,1.9,18.763,0.164,normal,stable,original
192,2026-07-09 00:00:00,48.599,4.575,337.027,2.01,19.436,0.211,normal,stable,original
193,2026-07-09 01:00:00,44.512,4.064,357.391,2.148,18.327,0.109,normal,stable,original
194,2026-07-09 02:00:00,48.485,4.561,357.117,1.861,19.063,0.156,normal,stable,original
195,2026-07-09 03:00:00,49.079,4.635,346.285,2.166,19.969,0.13,normal,stable,original
196,2026-07-09 04:00:00,45.525,4.191,353.914,2.097,18.5,0.163,normal,stable,original
197,2026-07-09 05:00:00,48.43,4.554,334.987,2.183,18.661,0.151,normal,stable,original
198,2026-07-09 06:00:00,48.163,4.52,361.088,2.134,19.257,0.131,normal,stable,original
199,2026-07-09 07:00:00,44.8,4.1,347.781,2.305,19.09,0.165,normal,stable,original
200,2026-07-09 08:00:00,49.002,4.625,343.727,2.119,19.175,0.204,normal,stable,original
201,2026-07-09 09:00:00,49.57,4.696,362.588,2.036,19.245,0.144,normal,stable,original
202,2026-07-09 10:00:00,51.033,4.879,341.548,2.118,19.317,0.172,normal,stable,original
203,2026-07-09 11:00:00,50.951,4.869,333.098,2.181,19.555,0.111,normal,stable,original
204,2026-07-09 12:00:00,44.143,4.018,331.32,2.107,19.205,0.121,normal,stable,original
205,2026-07-09 13:00:00,45.374,4.172,357.272,2.106,18.879,0.164,normal,stable,original
206,2026-07-09 14:00:00,49.442,4.68,334.635,1.995,19.336,0.195,normal,stable,original
207,2026-07-09 15:00:00,49.439,4.68,371.058,2.001,19.95,0.161,normal,stable,original
208,2026-07-09 16:00:00,49.442,4.68,325.017,1.89,18.934,0.141,normal,stable,original
209,2026-07-09 17:00:00,58.788,5.848,370.357,2.362,18.513,0.15,normal,stable,original
210,2026-07-09 18:00:00,49.598,4.7,352.532,1.913,19.554,0.112,normal,stable,original
211,2026-07-09 19:00:00,51.18,4.897,348.839,1.996,18.94,0.168,normal,stable,original
212,2026-07-09 20:00:00,50.671,4.834,343.461,1.992,17.914,0.176,normal,stable,original
213,2026-07-09 21:00:00,49.824,4.728,354.79,2.234,19.424,0.136,normal,stable,original
214,2026-07-09 22:00:00,47.117,4.39,349.548,2.056,18.732,0.136,normal,stable,original
215,2026-07-09 23:00:00,50.125,4.766,363.24,2.287,18.955,0.158,normal,stable,original
216,2026-07-10 00:00:00,45.836,4.23,351.371,1.999,19.166,0.137,normal,stable,original
217,2026-07-10 01:00:00,47.337,4.417,351.804,2.142,19.095,0.148,normal,stable,original
218,2026-07-10 02:00:00,46.641,4.33,345.637,1.975,19.355,0.213,normal,stable,original
219,2026-07-10 03:00:00,48.229,4.529,349.317,2.422,18.782,0.143,normal,stable,original
220,2026-07-10 04:00:00,54.481,4.31,353.694,1.922,19.257,0.339,hum,warning,original
221,2026-07-10 05:00:00,42.772,2.846,329.478,2.146,18.87,0.331,hum,warning,original
222,2026-07-10 06:00:00,49.922,3.74,333.822,2.195,19.369,0.372,hum,warning,original
223,2026-07-10 07:00:00,43.484,2.936,358.919,2.162,19.308,0.345,hum,warning,original
224,2026-07-10 08:00:00,46.679,3.335,352.05,2.072,18.532,0.331,hum,warning,original
225,2026-07-10 09:00:00,51.049,3.881,347.792,2.081,19.543,0.39,hum,warning,original
226,2026-07-10 10:00:00,48.18,3.522,350.221,2.107,18.732,0.393,hum,warning,original
227,2026-07-10 11:00:00,44.982,3.123,354.171,2.078,19.404,0.332,hum,warning,original
228,2026-07-10 12:00:00,45.997,3.25,343.523,2.245,19.184,0.294,hum,warning,original
229,2026-07-10 13:00:00,49.903,3.738,340.66,2.432,19.919,0.38,hum,warning,original
230,2026-07-10 14:00:00,45.955,3.244,352.35,2.016,18.888,0.329,hum,warning,original
231,2026-07-10 15:00:00,48.606,3.576,338.26,1.895,18.825,0.374,hum,warning,original
232,2026-07-10 16:00:00,48.128,3.516,354.899,2.087,18.99,0.291,hum,warning,original
233,2026-07-10 17:00:00,46.176,3.272,329.569,2.487,18.848,0.377,hum,warning,original
234,2026-07-10 18:00:00,54.003,4.25,362.35,1.979,19.4,0.314,hum,warning,original
235,2026-07-10 19:00:00,49.775,3.722,355.671,2.346,18.192,0.372,hum,warning,original
236,2026-07-10 20:00:00,42.33,2.791,353.072,2.352,18.473,0.35,hum,warning,original
237,2026-07-10 21:00:00,48.522,3.565,361.792,2.017,18.466,0.321,hum,warning,original
238,2026-07-10 22:00:00,46.147,3.268,369.986,2.185,19.475,0.338,hum,warning,original
239,2026-07-10 23:00:00,50.387,3.798,362.172,2.344,19.855,0.371,hum,warning,original
240,2026-07-11 00:00:00,45.781,3.223,327.91,2.043,18.948,0.353,hum,warning,original
241,2026-07-11 01:00:00,47.679,3.46,334.645,2.069,18.916,0.368,hum,warning,original
242,2026-07-11 02:00:00,49.414,3.677,342.502,2.013,19.035,0.409,hum,warning,original
243,2026-07-11 03:00:00,50.424,3.803,350.313,1.948,19.581,0.303,hum,warning,original
244,2026-07-11 04:00:00,44.639,3.08,356.212,2.003,18.536,0.399,hum,warning,original
245,2026-07-11 05:00:00,47.063,3.383,341.291,1.916,19.119,0.353,hum,warning,original
246,2026-07-11 06:00:00,46.67,3.334,352.241,2.105,19.488,0.323,hum,warning,original
247,2026-07-11 07:00:00,46.171,3.271,340.935,1.985,19.251,0.31,hum,warning,original
248,2026-07-11 08:00:00,52.943,4.118,342.662,2.135,19.095,0.344,hum,warning,original
249,2026-07-11 09:00:00,49.134,3.642,333.12,1.867,19.501,0.378,hum,warning,original
250,2026-07-11 10:00:00,44.47,4.059,338.921,2.15,17.648,0.146,normal,stable,original
251,2026-07-11 11:00:00,50.57,4.821,333.78,2.225,19.339,0.195,normal,stable,original
252,2026-07-11 12:00:00,53.942,5.243,338.29,1.801,18.673,0.106,normal,stable,original
253,2026-07-11 13:00:00,50.891,4.861,362.644,2.156,18.085,0.15,normal,stable,original
254,2026-07-11 14:00:00,43.746,3.968,338.607,2.284,19.256,0.112,normal,stable,original
255,2026-07-11 15:00:00,46.644,4.331,381.589,1.919,19.687,0.161,normal,stable,original
256,2026-07-11 16:00:00,51.547,4.943,355.92,2.351,18.931,0.177,normal,stable,original
257,2026-07-11 17:00:00,46.019,4.252,352.218,2.163,19.476,0.137,normal,stable,original
258,2026-07-11 18:00:00,49.243,4.655,339.7,1.994,19.806,0.072,normal,stable,original
259,2026-07-11 19:00:00,50.169,4.771,358.404,2.092,19.657,0.156,normal,stable,original
260,2026-07-11 20:00:00,45.405,4.176,343.092,2.184,19.82,0.163,normal,stable,original
261,2026-07-11 21:00:00,47.833,4.479,351.464,2.111,19.371,0.162,normal,stable,original
262,2026-07-11 22:00:00,38.924,3.366,380.721,2.181,19.038,0.187,normal,stable,original
263,2026-07-11 23:00:00,45.132,4.141,348.847,1.962,18.199,0.118,normal,stable,original
264,2026-07-12 00:00:00,47.293,4.412,363.791,2.125,18.877,0.17,normal,stable,original
265,2026-07-12 01:00:00,44.506,4.063,341.562,1.888,18.578,0.186,normal,stable,original
266,2026-07-12 02:00:00,52.571,5.071,349.58,2.083,20.085,0.097,normal,stable,original
267,2026-07-12 03:00:00,43.996,3.999,371.25,1.964,18.912,0.16,normal,stable,original
268,2026-07-12 04:00:00,46.768,4.346,342.476,1.99,19.062,0.135,normal,stable,original
269,2026-07-12 05:00:00,48.366,4.546,371.749,2.285,19.276,0.148,normal,stable,original
270,2026-07-12 06:00:00,52.036,5.004,358.493,2.264,19.022,0.16,normal,stable,original
271,2026-07-12 07:00:00,43.98,3.997,343.25,2.191,19.848,0.135,normal,stable,original
272,2026-07-12 08:00:00,51.257,4.907,357.589,1.936,18.689,0.13,normal,stable,original
273,2026-07-12 09:00:00,48.029,4.504,361.671,2.053,19.097,0.151,normal,stable,original
274,2026-07-12 10:00:00,45.252,4.156,357.462,2.282,18.629,0.117,normal,stable,original
275,2026-07-12 11:00:00,49.294,4.662,331.157,2.121,18.34,0.117,normal,stable,original
276,2026-07-12 12:00:00,48.557,4.57,341.274,2.448,18.694,0.17,normal,stable,original
277,2026-07-12 13:00:00,46.319,4.29,347.03,2.159,18.981,0.116,normal,stable,original
278,2026-07-12 14:00:00,48.195,4.524,349.107,2.129,18.785,0.17,normal,stable,original
279,2026-07-12 15:00:00,46.921,4.365,357.448,2.054,18.654,0.164,normal,stable,original
280,2026-07-12 16:00:00,48.318,,352.132,2.12,18.297,0.098,normal,stable,original
281,2026-07-12 17:00:00,49.854,4.732,333.976,2.077,18.958,0.13,normal,stable,original
282,2026-07-12 18:00:00,52.441,5.055,354.562,2.206,18.248,0.186,normal,stable,original
283,2026-07-12 19:00:00,44.534,4.067,357.327,2.244,19.38,0.121,normal,stable,original
284,2026-07-12 20:00:00,53.972,5.247,356.717,1.982,19.041,0.136,normal,stable,original
285,2026-07-12 21:00:00,42.534,3.817,362.969,1.9,18.271,0.164,normal,stable,original
286,2026-07-12 22:00:00,47.575,4.447,360.007,1.825,18.845,0.174,normal,stable,original
287,2026-07-12 23:00:00,49.647,4.706,355.51,2.176,18.624,0.142,normal,stable,original
288,2026-07-13 00:00:00,48.787,4.598,349.158,1.934,19.16,0.132,normal,stable,original
289,2026-07-13 01:00:00,46.256,4.282,330.068,1.777,19.67,0.193,normal,stable,original
290,2026-07-13 02:00:00,47.417,4.427,355.155,2.158,18.062,0.202,normal,stable,original
291,2026-07-13 03:00:00,46.62,4.327,352.492,2.474,19.058,0.179,normal,stable,original
292,2026-07-13 04:00:00,46.35,4.294,353.259,2.099,18.92,0.153,normal,stable,original
293,2026-07-13 05:00:00,50.379,4.797,334.679,2.226,19.336,0.126,normal,stable,original
